순번,회사명,공장대표주소,업종명,전화번호
9527,주식회사 우양이앤씨,"부산광역시 사상구 사상로355번길 42 (덕포동, 우성 엠.이.씨(주))",그 외 기타 일반목적용 기계 제조업 외 1종,051-809-3208
9528,주식회사 우양이엔피,부산광역시 강서구 경전철로 225-1 (대저2동),그 외 기타 1차 철강 제조업 외 2종,051-319-0451
9529,주식회사 우원 기장점,부산광역시 기장군 장안읍 오리산단로 160,기타 식사용 가공처리 조리식품 제조업 외 1종,ARS-1551-9986
9530,주식회사 우정컴퍼니,"부산광역시 금정구 금사로 101, 금사동 56-21번지 외 1필지 지하 (금사동)","근무복, 작업복 및 유사의복 제조업 외 12종",051-527-8278
9531,주식회사 우정컴퍼니,"부산광역시 금정구 공단동로41번길 37, 2층(금사동, 은하정밀)",남자용 겉옷 제조업 외 12종,051-527-8278
9532,주식회사 우정컴퍼니,"부산광역시 동래구 충렬사로 39, 상가동 211, 212, 222, 223, 227, 228호(안락동, 동래화목타운)","근무복, 작업복 및 유사의복 제조업 외 12종",051-527-8278
9533,주식회사 우주전기,부산광역시 강서구 공항로1347번길 58(대저1동),교통 신호장치 제조업,051-851-8713
9534,주식회사 우진,부산광역시 강서구 녹산산단165로14번길 7 (송정동),그 외 자동차용 신품 부품 제조업 외 4종,051-832-0022
9535,주식회사 우진앤에스피,부산광역시 기장군 정관읍 예림길 3,구조용 금속 판제품 및 공작물 제조업 외 1종,051-728-0482
9536,주식회사 우진에스티에스,부산광역시 강서구 경전철로 159 (대저2동),그 외 기타 분류 안된 금속 가공 제품 제조업 외 1종,051-325-1181
9537,주식회사 운정,부산광역시 강서구 녹산산업북로 52 (송정동),건설 및 채광용 기계장비 제조업,051-819-2669
9538,주식회사 워터닉스,부산광역시 강서구 공항로1409번길 61-16 (대저1동),액체 여과기 제조업,051-202-3054
9539,주식회사 원규,부산광역시 강서구 미음국제5로 103 (미음동) 세영공업,그 외 기타 특수목적용 기계 제조업,051-711-0032
9540,주식회사 원방,부산광역시 사상구 새벽로31번길 16,플라스틱 창호 제조업,051-323-8990
9541,주식회사 원진엠앤티,부산광역시 강서구 가달1로 47 (생곡동),금속 절삭기계 제조업,051-315-4755
9542,주식회사 원프렌지,부산광역시 강서구 녹산산업북로 53 (송정동),절삭가공 및 유사처리업,051-322-0415
9543,주식회사 위너기술,부산광역시 해운대구 삼어로133번길 41 (반여동),배전반 및 전기 자동제어반 제조업 외 6종,051-816-0910
9544,주식회사 위드건설산업 ,부산광역시 사상구 새벽로 68-1(학장동),그 외 기타 분류 안된 금속 가공 제품 제조업,051-961-2323
9545,주식회사 위드차차차,부산광역시 사상구 대동로 227 (학장동),자동차 차체용 신품 부품 제조업,051-915-3340
9546,주식회사 위드특장,부산광역시 강서구 공항로533번길 354-6 (대저2동),내연기관 화물자동차 및 특수목적용 자동차 제조업 외 5종,051-314-8201
9547,주식회사 위로우,"부산광역시 강서구 과학산단1로60번길 30, 7동 603호(지사동)",비디오 및 기타 영상기기 제조업 외 1종,미등록
9548,주식회사 윈하이벤드,부산광역시 강서구 녹산산단261로 6 (송정동),강관 제조업 외 1종,051-831-5131
9549,주식회사 유강티에스,부산광역시 사하구 원양로398번길 7 (감천동),그 외 기타 고무제품 제조업,051-208-3639
9550,주식회사 유광계측,부산광역시 강서구 금호순서길89번가길 46-1(대저2동),절삭가공 및 유사처리업,051-852-9844
9551,주식회사 유니엘,부산광역시 기장군 장안읍 반룡로 155,"근무복, 작업복 및 유사의복 제조업 외 5종",070-4125-0119
9552,주식회사 유니키,부산광역시 금정구 금샘로 540 (남산동) 지하1층,유선 통신장비 제조업 외 1종,070-7603-1155
9553,주식회사 유닉코리아,"부산광역시 남구 동명로118번길 38-9, 2층, 3층 (용호동)",일반용 전기 조명장치 제조업 외 4종,051-463-2196
9554,주식회사 유성에이텍,부산광역시 사상구 대동로 204 (학장동),주형 및 금형 제조업,051-313-0231
9555,주식회사 유성정밀엔지니어링,부산광역시 강서구 미음국제7로 51(미음동),액체 펌프 제조업 외 6종,055-327-7557
9556,주식회사 유왕,부산광역시 사하구 을숙도대로677번길 10 (신평동),기타 수산동물 가공 및 저장 처리업,051-202-6622
9557,주식회사 유원,부산광역시 기장군 정관읍 산단2로 16-16 (유원산업),그 외 자동차용 신품 부품 제조업 외 3종,051-728-7251
9558,주식회사 유일,"부산광역시 강서구 생곡산단1로 17(생곡동, (주)유일)",혼성 및 재생 플라스틱 소재 물질 제조업,051-711-4594
9559,주식회사 유정엔지니어링,부산광역시 강서구 녹산산업중로 398 (송정동),강관 제조업 외 1종,051-831-9284
9560,주식회사 유지에스,부산광역시 강서구 공항로 1105-4 (대저1동),기타 무선 통신장비 제조업,051-714-6224
9561,주식회사 유진탑,부산광역시 강서구 미음국제5로나길 25(미음동),그 외 기타 특수목적용 기계 제조업,051-941-9774
9562,주식회사 유케이엠에스,부산광역시 영도구 남항남로19번길 10 (남항동3가),기타 일반 기계 및 장비 수리업,051-418-9700
9563,주식회사 유티알,"부산광역시 강서구 공항로283번길 2-5, 에이동 (대저2동)",기타 구조용 금속제품 제조업 외 4종,051-205-1111
9564,주식회사 육장성특수강,부산광역시 강서구 미음국제3로 69 (미음동),그 외 기타 1차 철강 제조업 외 1종,053-584-6610
9565,주식회사 윤미트 삼락지점,"부산광역시 사상구 낙동대로1518번길 16, 2층, 주식회사 윤미트 삼락지점 (삼락동)",육류 기타 가공 및 저장처리업 (가금류 제외),051-312-9992
9566,주식회사 은남그린데크,"부산광역시 사하구 사하로 52, 1층 (구평동)",일반 제재업 외 6종,미등록
9567,주식회사 은성사,부산광역시 사하구 다산로 118 (다대동),무기 및 총포탄 제조업,051-601-9121
9568,주식회사 은성사,부산광역시 사하구 다산로175번길 20 (다대동),낚시 및 수렵용구 제조업,051-601-9000
9569,주식회사 이노티스,부산광역시 강서구 공항로1207번길 36 (대저1동),그 외 기타 특수목적용 기계 제조업 외 1종,051-972-8789
9570,주식회사 이노팍스,"부산광역시 기장군 장안읍 오리산단5로 66, (당초 A9-10)",일반철물 제조업,미등록
9571,주식회사 이녹스틸코리아,부산광역시 강서구 녹산산단77로22번길 17 (송정동),그 외 기타 금속가공업,051-941-8941
9572,주식회사 이든,부산광역시 사하구 장평로 224 (신평동),셔츠 및 블라우스 제조업 외 12종,051-263-6111
9573,주식회사 이레신소재,부산광역시 강서구 화전산단5로37번길 21(화전동),도장 및 기타 피막처리업 외 2종,051-973-2531
9574,주식회사 이레전기공작소,부산광역시 강서구 대저중앙로357번길 44-2 (대저1동),배전반 및 전기 자동제어반 제조업,051-331-2488
9575,주식회사 이레정보통신기술,"부산광역시 영도구 해양로57번길 25, 202호(청학동)",방송장비 제조업 외 2종,미등록
9576,주식회사 이룸에프앤씨,"부산광역시 금정구 공단서로8번길 26, 2층(금사동)",천연 및 혼합조제 조미료 제조업,070-7537-1907
9577,주식회사 이씨푸드,"부산광역시 사하구 장평로76번길 22, 2층(장림동)",기타 수산동물 가공 및 저장 처리업,051-754-0355
9578,주식회사 이알디(ERD),"부산광역시 남구 신선로 219, 3층 (감만동, 중외종합건설)",메모리용 전자집적회로 제조업 외 7종,051-521-1173
9579,주식회사 이엔케이,부산광역시 강서구 과학산단로 502 (지사동),금속탱크 및 저장용기 제조업 외 1종,051-974-7711
9580,주식회사 이엠씨테크,부산광역시 강서구 입소정관길 169(대저2동),절연 코드세트 및 기타 도체 제조업,미등록
9581,"주식회사 이즈모(ISMO Co., Ltd)","부산광역시 수영구 구락로117번길 14, 2층(망미동, 동영산업(주))","전자기 측정, 시험 및 분석기구 제조업 외 6종",미등록
9582,주식회사 이지에버텍,부산광역시 기장군 기장읍 배산로8번길 38,배전반 및 전기 자동제어반 제조업 외 15종,051-727-7568
9583,주식회사 이터샘이엔지,부산광역시 강서구 체육공원로26번길 132 (대저1동),전기회로 접속장치 제조업,02-521-9516
9584,주식회사 이푸스포츠,부산광역시 기장군 기장읍 청강로74번길 36 (서조무역(주)) (총 2 필지),기타 신발 제조업,051-747-8844
9585,주식회사 이피엔씨하이테크,부산광역시 강서구 공항로339번길 84 (대저2동),그 외 기타 달리 분류되지 않은 제품 제조업 외 1종,051-556-4998
9586,주식회사 인다하이텍,부산광역시 강서구 낙동북로108번길 61 (강동동),그 외 자동차용 신품 부품 제조업 외 3종,미등록
9587,주식회사 인더스틸,부산광역시 강서구 미음국제4로 60(미음동),그 외 기타 1차 철강 제조업 외 1종,051-973-1942
9588,주식회사 인피니트,부산광역시 강서구 미음국제5로가길 7 (미음동),그 외 자동차용 신품 부품 제조업 외 1종,051-973-5280
9589,주식회사 일광스틸 ,부산광역시 사상구 학장로63번길 47 (학장동),그 외 기타 분류 안된 금속 가공 제품 제조업,051-362-2438
9590,주식회사 일진정밀,부산광역시 강서구 녹산산업북로313번길 36 (송정동),절삭가공 및 유사처리업,051-302-2460
9591,주식회사 자성산업,부산광역시 사상구 낙동대로988번길 27 (감전동),액체 여과기 제조업 외 3종,051-208-0046
9592,주식회사 자이로블,부산광역시 남구 동명로170번길 88 (용호동) 해건빌,그 외 기타 봉제의복 제조업 외 1종,ARS-1588-4169
9593,주식회사 장원금속,부산광역시 사하구 두송로 215 (구평동),선철주물 주조업,051-313-8402
9594,주식회사 장원피앤에이치,부산광역시 사하구 다대로354번길 36 (장림동),육상 금속 골조 구조재 제조업,051-263-3118
9595,주식회사 장인종합상사,부산광역시 강서구 공항로767번나길 36 (대저2동),그 외 기타 분류 안된 섬유제품 제조업,051-319-1172
9596,주식회사 재강,"부산광역시 부산진구 진남로 477, 상가동 지하1층(전포동, 양정메트로하이츠)","콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1종",051-752-7402
9597,주식회사 재경정밀,부산광역시 강서구 대저로221번가길 25(대저1동),그 외 자동차용 신품 부품 제조업 외 1종,051-305-1406
9598,주식회사 재성엔지니어링,부산광역시 사하구 감천항로 367 (구평동),선박 구성 부분품 제조업,051-413-7356
9599,주식회사 재진로드,부산광역시 강서구 평강로345번길 58-9 (대저1동),일반용 전기 조명장치 제조업 외 2종,055-551-0270
9600,주식회사 재진산업,부산광역시 강서구 미음국제5로다길 23(미음동),기타 물품 취급장비 제조업,051-832-0667
9601,주식회사 적토마,"부산광역시 사하구 다대로605번길 9, 2층 (다대동)",수산동물 건조 및 염장품 제조업,051-248-2487
9602,주식회사 적토마,부산광역시 사하구 다대로605번길 9 (다대동),기타 수산동물 가공 및 저장 처리업,051-266-3367
9603,주식회사 정록,부산광역시 해운대구 센텀중앙로 97 (재송동) 센텀스카이비즈 A동 34층 3406호,가정용 및 산업용 공기 조화장치 제조업 외 2종,052-225-7478
9604,주식회사 정우,부산광역시 강서구 낙동남로549번길 29 (녹산동),신발 부분품 제조업,051-715-3221
9605,주식회사 정우푸드,부산광역시 사하구 장평로132번길 16-2 (장림동),떡류 제조업,051-711-9437
9606,주식회사 정윤컴퍼니 ,부산광역시 사상구 학장로135번길 70(학장동),그 외 기타 분류 안된 금속 가공 제품 제조업 외 1종,미등록
9607,주식회사 정호시스템,부산광역시 강서구 평강로211번길 34-12 (대저1동),유선 통신장비 제조업,051-864-3836
9608,주식회사 제니웰,부산광역시 사상구 학감대로178번길 17 (학장동),신발 부분품 제조업,051-302-1250
9609,주식회사 제운,부산광역시 강서구 식만로259번길 70 (식만동),"탭, 밸브 및 유사장치 제조업",051-973-2512
9610,주식회사 제원엔지니어링,부산광역시 사하구 감천항로 439 (구평동),기타 기관 및 터빈 제조업,051-264-1377
9611,주식회사 제이드엠,부산광역시 사상구 사상로 415 (모라동),기타 신발 제조업,051-301-0631
9612,주식회사 제이디스,"부산광역시 해운대구 센텀중앙로 48, 7층 708호(우동, 에이스하이테크21)",간판 및 광고물 제조업 외 1종,051-866-2300
9613,주식회사 제이모션텍,부산광역시 강서구 녹산산단382로 40 (송정동),유압기기 제조업,051-972-1003
9614,주식회사 제이비아이,부산광역시 강서구 녹산산업북로 15 (송정동),그 외 기타 1차 철강 제조업,051-832-6603
9615,주식회사 제이비유공압,"부산광역시 사하구 신산로 120,  4층 428호  (신평동)",유압기기 제조업,미등록
9616,주식회사 제이솔루션,"부산광역시 동구 초량중로 14, 102호 (초량동, 애뜰안)",육상 금속 골조 구조재 제조업 외 6종,051-466-1980
9617,주식회사 제이솔루션,"부산광역시 동구 초량중로 18, 1층 (초량동)",전시 및 광고용 조명장치 제조업 외 9종,051-466-1980
9618,주식회사 제이아이인더스트리,부산광역시 강서구 미음산단4로 26 (미음동),금속탱크 및 저장용기 제조업,051-995-8850
9619,주식회사 제이앤,부산광역시 금정구 공단로 68-4(금사동),기타 음향기기 제조업 외 4종,051-522-3922
9620,주식회사 제이앤비,"부산광역시 강서구 과학산단1로60번길 30, 7동 402호 (지사동)","탭, 밸브 및 유사장치 제조업",미등록
9621,주식회사 제이앤피산업,부산광역시 강서구 호계로 40 (죽림동),기타 건축용 플라스틱 조립제품 제조업,051-941-6787
9622,주식회사 제이에스피산업,"부산광역시 강서구 미음산단5로41번길 71, 301호(미음동, 부산글로벌테크비즈센터)",그 외 기타 전자부품 제조업 외 1종,051-728-4995
9623,주식회사 제이에이치엘엠티,부산광역시 강서구 범방2로 62 (범방동),그 외 기타 1차 철강 제조업,051-972-1355
9624,주식회사 제이오엔이,부산광역시 강서구 녹산산단335로 28 (송정동),기타 일반 기계 및 장비 수리업 외 1종,051-911-4934
9625,주식회사 제이와이메디팜,"부산광역시 금정구 부산대학로63번길 2, 삼성산학협동관 601-C호(장전동, 부산대학교)",그 외 기타 일반목적용 기계 제조업,미등록
9626,주식회사 제이와이케이,부산광역시 강서구 가달2로 39 (생곡동),금속 캔 및 기타 포장용기 제조업,미등록
9627,주식회사 제이이에스테크,"부산광역시 사하구 감천항로 221-8, 길끝 공장 (구평동)",그 외 기타 분류 안된 금속 가공 제품 제조업,051-261-0927
9628,주식회사 제이제이앤컴퍼니스,"부산광역시 해운대구 해운대로 1170-1, 1층 (송정동)",기기용 자동측정 및 제어장치 제조업 외 1종,0507-1326-0457
9629,주식회사 제이제이앤컴퍼니스,"부산광역시 해운대구 센텀중앙로 78, 17층 1705, 1706호(우동, 센텀그린타워)",기기용 자동측정 및 제어장치 제조업 외 3종,0507-1326-0457
9630,주식회사 제이케이아이앤씨,"부산광역시 남구 신선로 365, 산학협력관 513호(용당동)",그 외 기타 일반목적용 기계 제조업,051-581-7000
9631,주식회사 제일레이저,부산광역시 강서구 식만로259번길 2-20 (식만동),절삭가공 및 유사처리업,051-973-1915
9632,주식회사 제일산업,부산광역시 강서구 대저중앙로237번길 15-41 (대저1동),그 외 자동차용 신품 부품 제조업 외 3종,055-314-6056
9633,주식회사 젠,부산광역시 강서구 가달2로 66 (생곡동),"레이더, 항행용 무선기기 및 측량기구 제조업 외 7종",051-442-1235
9634,주식회사 젠라이프,부산광역시 북구 효열로 111,그 외 기타 의료용 기기 제조업 외 2종,051-515-7775
9635,주식회사 조방,부산광역시 동구 자성로108번길 7 (범일동),"근무복, 작업복 및 유사의복 제조업",미등록
9636,주식회사 조은이엔지,부산광역시 강서구 평강로171번길 259 (대저1동),무기 및 총포탄 제조업 외 38종,051-971-3266
9637,주식회사 조은필텍,부산광역시 강서구 녹산산단361로 42(송정동),기체 여과기 제조업 외 4종,051-972-5222
9638,주식회사 조이테크,부산광역시 강서구 대저중앙로357번길 16 (대저1동),배전반 및 전기 자동제어반 제조업 외 1종,051-941-4247
9639,주식회사 종한,부산광역시 강서구 낙동북로102번길 45 (강동동),절삭가공 및 유사처리업,051-312-1034
9640,주식회사 종합해사,부산광역시 영도구 남항남로 22 (남항동3가),선박 구성 부분품 제조업 외 12종,051-413-7707
9641,주식회사 주성기업,부산광역시 강서구 녹산산단262로49번길 46 (송정동),도장 및 기타 피막처리업,미등록
9642,주식회사 주영테크,"부산광역시 수영구 구락로117번길 14, 2층(망미동, 동영산업(주))","전자기 측정, 시험 및 분석기구 제조업 외 21종",미등록
9643,주식회사 주원정보통신,"부산광역시 연제구 고분로112번길 6, 지하 (연산동)",방송장비 제조업 외 6종,051-865-2228
9644,주식회사 주은씨푸드,부산광역시 사하구 구평로 17(구평동),기타 수산동물 가공 및 저장 처리업,051-241-7893
9645,주식회사 중앙해사,부산광역시 강서구 대저중앙로357번길 99 (대저1동),일반철물 제조업,051-971-0777
9646,주식회사 지강푸드,부산광역시 부산진구 성지로 134-1(초읍동),육류 포장육 및 냉동육 가공업 (가금류 제외),051-817-5100
9647,주식회사 지구,"부산광역시 사하구 다대로 148, 2층 (신평동)","근무복, 작업복 및 유사의복 제조업 외 9종",미등록
9648,주식회사 지아이티,부산광역시 강서구 미음국제4로 8(미음동),절삭가공 및 유사처리업,051-973-9174
9649,주식회사 지안스틸,"부산광역시 강서구 가달1로 74(생곡동, 광선중공업)",그 외 기타 분류 안된 금속 가공 제품 제조업,051-973-9960
9650,주식회사 지앤비에프에스,부산광역시 기장군 정관읍 산단1로 66-26,육류 포장육 및 냉동육 가공업 (가금류 제외),051-524-0102
9651,주식회사 지에스테크,부산광역시 강서구 가달2로55번길 6 (생곡동),그 외 기타 금속가공업 외 2종,061-393-2887
9652,주식회사 지에스테크원,부산광역시 강서구 맥도강변길 134-7 (대저2동),그 외 기타 특수목적용 기계 제조업 외 1종,051-302-6916
9653,주식회사 지엔에스모션,부산광역시 강서구 대저중앙로286번길 104 (대저1동),그 외 기타 특수목적용 기계 제조업 외 1종,051-301-8995
9654,주식회사 지엘이테크,부산광역시 사상구 새벽로167번길 72 (감전동),그 외 기타 특수목적용 기계 제조업 외 1종,051-327-1005
9655,주식회사 지엠테크,부산광역시 강서구 공항로1207번길 22 (대저1동),기타 가공 공작기계 제조업,070-4406-1323
9656,주식회사 지온,부산광역시 강서구 제도로1092번다길 6 (강동동),치과용 기기 제조업,미등록
9657,주식회사 지온,부산광역시 강서구 낙동북로126번길 16-32 (강동동),치과용 기기 제조업,050-2007-2875
9658,주식회사 지우하이테크,부산광역시 강서구 미음산단로 98 (구랑동),기타 구조용 금속제품 제조업,051-971-8650
9659,주식회사 지은씨푸드,"부산광역시 서구 원양로 1, B동 4층 407 (암남동, 수산가공선진화단지)",수산동물 건조 및 염장품 제조업,051-265-0779
9660,"주식회사 지음코리아(ZIUM KOREA Co., Ltd)",부산광역시 강서구 신포길83번길 19-1 (명지동),그 외 기타 분류 안된 섬유제품 제조업,미등록
9661,주식회사 지지코리아,부산광역시 사상구 장인로20번길 47-13 (감전동),구두류 제조업,051-303-0755
9662,주식회사 진성유압,부산광역시 강서구 제도로 30-23 (명지동),유압기기 제조업 외 1종,051-271-3775
9663,주식회사 진성이앤지,"부산광역시 강서구 녹산산단382로14번가길 20, 114호 (송정동, 한국청정도금센터)",도금업,055-586-0088
9664,주식회사 진성정밀,부산광역시 사상구 대동로179번길 49 (학장동),그 외 기타 분류 안된 금속 가공 제품 제조업,미등록
9665,주식회사 진성정보통신,"부산광역시 연제구 거제대로 128-9, 301호(거제동)",방송장비 제조업 외 1종,051-911-9703
9666,주식회사 진성하이텍,부산광역시 강서구 미음국제5로마길 5(미음동),배전반 및 전기 자동제어반 제조업,051-973-9683
9667,주식회사 진엔지니어링,부산광역시 강서구 미음국제5로나길 11 (미음동),산업용 냉장 및 냉동 장비 제조업,미등록
9668,주식회사 진원하이드로릭,부산광역시 강서구 대저중앙로 316-1 (대저1동),유압기기 제조업 외 2종,051-324-2179
9669,주식회사 진일산업,부산광역시 강서구 대저중앙로348번길 24-23 (대저1동),선박 구성 부분품 제조업 외 4종,051-264-1357
9670,주식회사 집현전,부산광역시 강서구 낙동북로102번길 63-1(강동동),기타 목재가구 제조업,051-636-7700
9671,주식회사 창광엔지니어링,"부산광역시 영도구 해양로15번길 18, B동  (청학동, 아자엔지니어링)",선박 구성 부분품 제조업,051-416-3404
9672,주식회사 창연,부산광역시 강서구 평강로 227-18 (대저1동),육상 금속 골조 구조재 제조업 외 10종,051-941-0291
9673,주식회사 청호이엔씨,부산광역시 기장군 장안읍 반룡산단1로 58,선박 구성 부분품 제조업,051-727-0884
9674,주식회사 초록들,부산광역시 기장군 정관읍 산단5로 76-68,가금류 가공 및 저장 처리업,051-727-0237
9675,주식회사 칠산클린업,부산광역시 강서구 대저로109번길 37(대저1동),그 외 기타 플라스틱 제품 제조업,051-971-0085
9676,주식회사 칸토탈마린,부산광역시 영도구 해양로176번길 5(청학동),선박 구성 부분품 제조업,051-417-0815
9677,주식회사 커뮤니스,부산광역시 강서구 공항앞길85번길 81-2 (대저2동),기타 무선 통신장비 제조업 외 1종,051-714-5830
9678,주식회사 케비스텐더드앤디,부산광역시 남구 신선로 365 (용당동) 부경대학교용당캠퍼스,합성수지 및 기타 플라스틱 물질 제조업,051-621-0880
9679,주식회사 케이시스,부산광역시 남구 문현로 13-1 (문현동),전시 및 광고용 조명장치 제조업 외 3종,051-642-7800
9680,주식회사 케이시스,"부산광역시 부산진구 진남로356번길 17(전포동, 더케이타워)",전시 및 광고용 조명장치 제조업 외 3종,051-642-7800
9681,주식회사 케이시피,부산광역시 기장군 정관읍 산단7로 8-20,구조용 금속 판제품 및 공작물 제조업,031-361-7950
9682,주식회사 케이씨산업,부산광역시 사상구 낙동대로988번길 48(감전동),합성수지 및 기타 플라스틱 물질 제조업 외 9종,055-794-2058
9683,주식회사 케이에스엘,"부산광역시 해운대구 반송로 859,  B동4층 (반송동)",침구 및 관련제품 제조업 외 1종,051-722-1379
9684,주식회사 케이엔에프코리아,부산광역시 강서구 대저로3번길 106 (대저1동),기타 과실ㆍ채소 가공 및 저장 처리업,051-866-2471
9685,주식회사 케이엘리베이터,부산광역시 기장군 정관읍 정관상곡2길 33-40,승강기 제조업,미등록
9686,주식회사 케이엠유에이브이,부산광역시 사하구 다대로170번길 19 (신평동),무인 항공기 및 무인 비행장치 제조업,070-4667-7366
9687,주식회사 케이엠이,부산광역시 사상구 낙동대로1302번길 29 (삼락동),운송장비용 조명장치 제조업 외 1종,051-327-2670
9688,주식회사 케이엠코팅스,"부산광역시 강서구 녹산산단382로14번가길 20, 1층 108호 (송정동, 한국청정도금센터)",도금업,051-302-9585
9689,주식회사 케이오씨엔지니어링,부산광역시 북구 와석장터로 62 (화명동),그 외 기타 특수목적용 기계 제조업,051-975-3004
9690,주식회사 케이제이지아이티,"부산광역시 해운대구 센텀중앙로 97, A동 20층 2004호(재송동, 센텀스카이비즈)",분사기 및 소화기 제조업 외 1종,051-923-2351
9691,주식회사 케이제이텍,부산광역시 강서구 미음산단1로15번길 41 (구랑동),주형 및 금형 제조업,051-831-1028
9692,주식회사 케일럼,부산광역시 강서구 범방2로 6 (범방동),금속탱크 및 저장용기 제조업 외 3종,051-941-3511
9693,주식회사 켐써치,부산광역시 강서구 대저중앙로357번길 9 (대저1동),그 외 기타 특수목적용 기계 제조업,031-984-2198
9694,주식회사 코렌스이엠,부산광역시 강서구 미음국제8로 121(생곡동),자동차용 신품 동력전달장치 제조업,051-811-4321
9695,주식회사 코리아웰드,"부산광역시 사상구 모라로 22, 14층 1416호(부산벤처타워) (모라동)",그 외 기타 전기장비 제조업,051-609-9088
9696,주식회사 코비스,"부산광역시 해운대구 센텀중앙로 97, A동 1601호, B401호 (재송동, 센텀스카이비즈)",그 외 기타 전자부품 제조업,070-8656-9010
9697,주식회사 코스텍조선해양,부산광역시 강서구 가리새1로25번길 14 (생곡동),선박 구성 부분품 제조업 외 1종,051-913-8666
9698,주식회사 코아트,"부산광역시 수영구 망미번영로52번길 94, 1층(수영동)",기타 종이 상자 및 용기 제조업,070-4922-1230
9699,주식회사 코어무브먼트,"부산광역시 남구 신선로 2, 1동 5층 509호 (우암동)","체조, 육상 및 체력단련용 장비 제조업",미등록
9700,주식회사 코펙,부산광역시 사상구 괘감로 134 (감전동),수동식 식품 가공기기 및 금속 주방용기 제조업,051-316-0316
9701,주식회사 큐록,부산광역시 강서구 낙동남로483번길 32 (녹산동),"탭, 밸브 및 유사장치 제조업",051-971-9115
9702,주식회사 큐브스,"부산광역시 동구 중앙대로 526, 4층 (범일동)",기타 가정용 전기기기 제조업,미등록
9703,주식회사 큐아,부산광역시 기장군 정관읍 정관상곡2길 59-37,체외 진단 시약 제조업 외 1종,미등록
9704,주식회사 큐오티,"부산광역시 해운대구 센텀중앙로 97, A동 27층 2704호(재송동, 센텀스카이비즈)",그 외 기타 전자부품 제조업 외 1종,051-711-9377
9705,주식회사 크랜,부산광역시 강서구 낙동남로682번길 93 (녹산동),배전반 및 전기 자동제어반 제조업 외 1종,051-971-6137
9706,주식회사 크레이지앤트,"부산광역시 남구 신선로 365, 용당6관 210호(용당동, 부경대학교용당캠퍼스)",화장품 제조업,051-665-8204
9707,주식회사 크리오스,부산광역시 강서구 화전산단1로 155 (화전동),금속탱크 및 저장용기 제조업 외 4종,051-831-1190
9708,주식회사 크린텍,부산광역시 강서구 녹산산업중로 52-9 (송정동),금속 절삭기계 제조업 외 4종,051-831-6151
9709,주식회사 클라우드스토리,부산광역시 연제구 반송로 22 (연산동),분사기 및 소화기 제조업 외 1종,070-8682-5557
9710,주식회사 키다리아저씨,부산광역시 강서구 평강로211번길 34-19 (대저1동),배전반 및 전기 자동제어반 제조업,070-4216-1230
9711,주식회사 키스톤에너지,부산광역시 강서구 평강로 265 (대저1동),배전반 및 전기 자동제어반 제조업 외 8종,051-796-1345
9712,주식회사 키치너스,"부산광역시 사하구 다대로354번안길 18, 2층 (장림동)",금속 위생용품 제조업,051-892-9995
9713,주식회사 타임리스,"부산광역시 해운대구 반송순환로 142, M동 91009호실(반송동, 영산대학교 해운대캠퍼스)",전시용 모형 제조업 외 2종,051-747-4690
9714,주식회사 태건종합,부산광역시 영도구 해양로182번길 18 (청학동),선박 구성 부분품 제조업,051-418-1239
9715,주식회사 태광플랜텍,부산광역시 강서구 녹산산업중로 162 (송정동),"도금, 착색 및 기타 표면처리강재 제조업",051-941-9896
9716,주식회사 태담,부산광역시 기장군 정관읍 산단4로 8-43 (정관읍),기타 비철금속 주조업,051-728-3438
9717,주식회사 태라금속,부산광역시 강서구 제도로 979-21 (강동동),구조용 금속 판제품 및 공작물 제조업,051-971-1178
9718,주식회사 태산다움,부산광역시 강서구 강동중곡2길 251 (강동동),가금류 가공 및 저장 처리업,051-973-7677
9719,주식회사 태성가스기술,부산광역시 강서구 과학산단1로 54 (지사동),그 외 자동차용 신품 부품 제조업 외 4종,051-831-2770
9720,주식회사 태성씨앤아이,부산광역시 강서구 신포길 285 (명지동),구조용 금속 판제품 및 공작물 제조업,051-971-2226
9721,주식회사 태승기계산업,부산광역시 강서구 미음국제5로다길 33(미음동),산업용 송풍기 및 배기장치 제조업,051-973-6181
9722,주식회사 태연기술,부산광역시 강서구 제도로 767-16 (강동동),유압기기 제조업,미등록
9723,주식회사 태연기술,부산광역시 강서구 낙동북로138번길 120-8(강동동),유압기기 제조업,미등록
9724,주식회사 태영WM,부산광역시 해운대구 반송로513번길 66-34 (석대동),주형 및 금형 제조업 외 1종,051-524-3046
9725,주식회사 태영몰드,부산광역시 강서구 낙동북로138번길 33 (강동동),주형 및 금형 제조업,055-324-2130
9726,주식회사 태영팬가드,"부산광역시 강서구 녹산산단232로 38-6, 204호 (송정동)",기어 및 동력전달장치 제조업 외 5종,051-710-3330
9727,주식회사 태원정공,부산광역시 강서구 호계로79번길 78 (죽동동),기타 가공 공작기계 제조업 외 1종,051-972-6646
9728,주식회사 태인테크,"부산광역시 부산진구 백양대로357번길 109, 2층 (개금동)",방송장비 제조업 외 3종,051-892-2001
9729,주식회사 태일,부산광역시 강서구 녹산산단261로73번길 51(송정동),유압기기 제조업,055-333-4166
9730,주식회사 태일이엔지,부산광역시 강서구 호계로125번길 50 (죽동동),가정용 및 산업용 공기 조화장치 제조업 외 5종,미등록
